ticker,cik,name,sic,simfin_industry_id,exchange,ipo_date,delist_date,capture_date
IDTI,703361,Integrated Device Technology Inc,3674,101004,NASDAQ,26/03/1990,29/03/2019,30/09/2019
IDXX,874716,IDEXX Laboratories Inc,2835,106001,NASDAQ,24/06/1991,31/12/9998,30/09/2015
IEHC,9000066,NVS,9999,101001,NVS,01/01/1900,01/01/1900,30/09/2015
IEP,813762,Icahn Enterprises L P,3714,104001,NASDAQ,24/07/1987,31/12/9998,30/09/2015
IEX,832101,IDEX Corp,3561,100001,NYSE,30/06/1989,31/12/9998,30/09/2015
IFF,51253,International Flavors & Fragrances Inc,2860,110001,NYSE,31/12/1981,31/12/9998,30/09/2015
IFON,9000067,InfoSonics Corp,9999,101005,NASDAQ,17/06/2004,10/07/2018,30/09/2018
IGT,1619762,International Game Technology,7990,103015,NYSE,26/03/1990,31/12/9998,30/09/2015
IHRT,1400891,iHeartMedia Inc,4832,103001,NASDAQ,07/05/2019,31/12/9998,30/09/2019
IIN,88790,IntriCon Corp,3670,101001,NASDAQ,17/03/1980,31/12/9998,30/09/2015
IIPR,1677576,Innovative Industrial Properties Inc Class A,6500,109001,NYSE,01/12/2016,31/12/9998,30/09/2017
IIVI,820318,IiVi Inc,3827,101004,NASDAQ,26/03/1990,31/12/9998,30/09/2015
IIVIP,820318,II-VI INC,3827,999999,NASDAQ,02/07/2020,31/12/9998,30/09/2020
ILG,1434620,ILG Inc,6531,103015,NASDAQ,12/08/2008,31/08/2018,30/09/2018
ILMN,1110803,Illumina Inc,3826,106003,NASDAQ,28/07/2000,31/12/9998,30/09/2015
ILPT,1717307,Industrial Logistics Properties Trust,6798,999999,NASDAQ,12/01/2018,31/12/9998,30/09/2018
IMAX,921582,IMAX Corp,3861,999999,NYSE,10/06/1994,31/12/9998,30/09/2015
IMDZ,1437786,Immune Design Corp,2834,106002,NASDAQ,24/07/2014,02/04/2019,30/09/2019
IMGN,855654,ImmunoGen Inc,2834,106002,NASDAQ,26/03/1990,31/12/9998,30/09/2015
IMMU,722830,Immunomedics Inc,2835,106001,NASDAQ,26/03/1990,31/12/9998,30/09/2015
IMMU,722830,IMMUNOMEDICS INC,2835,999999,NASDAQ,26/03/1990,23/10/2020,30/09/2021
IMO,49938,Imperial Oil Limited USA,2911,107005,NYSE,16/07/1986,31/12/9998,30/09/2015
IMPV,1364962,Imperva Inc,7372,101003,NASDAQ,09/11/2011,10/01/2019,30/09/2019
INCY,879169,Incyte Corp,8731,106002,NASDAQ,04/11/1993,31/12/9998,30/09/2015
INDB,776901,Independent Bank Corp,6022,104002,NASDAQ,27/03/1990,31/12/9998,30/09/2015
INFN,1138639,Infinera Corp,3661,101005,NASDAQ,07/06/2007,31/12/9998,30/09/2015
INFO,1598014,IHS Markit Ltd,7370,100002,NYSE,19/06/2014,31/12/9998,30/09/2015
INFU,1337013,InfuSystem Holdings Inc,3841,106003,NYSE MKT,27/12/2007,31/12/9998,30/09/2015
INGN,1294133,Inogen Inc,3842,106004,NASDAQ,14/02/2014,31/12/9998,30/09/2015
INGR,1046257,Ingredion Inc,2040,102002,NYSE,11/12/1997,31/12/9998,30/09/2015
INN,1497645,Summit Hotel Properties Inc,6798,109001,NYSE,09/02/2011,31/12/9998,30/09/2015
INOV,1619954,Inovalon Holdings Inc,7374,101003,NASDAQ,12/02/2015,31/12/9998,30/09/2015
INOV,1619954,"Inovalon Holdings, Inc.",7374,101003,NASDAQ,12/02/2015,24/11/2021,30/11/2021
INSM,1104506,Insmed Inc,2834,106005,NASDAQ,01/06/2000,31/12/9998,30/09/2015
INSP,1609550,Inspire Medical Systems Inc,3841,106004,NYSE,03/05/2018,31/12/9998,30/09/2018
INST,1355754,Instructure Inc,7372,101003,NYSE,13/11/2015,23/03/2020,30/09/2020
INT,789460,World Fuel Services Corp,5172,107001,NYSE,30/07/1990,31/12/9998,30/09/2015
INTC,50863,Intel Corp,3674,101004,NASDAQ,17/03/1980,31/12/9998,30/09/2015
INTU,896878,Intuit Inc,7372,101003,NASDAQ,22/03/1993,31/12/9998,30/09/2015
INVA,1080014,Innoviva Inc,2834,106002,NASDAQ,05/10/2004,31/12/9998,30/09/2015
INVH,1687229,Invitation Homes Inc,6510,109001,NYSE,01/02/2017,31/12/9998,30/09/2017
INVN,1294924,InvenSense Inc,3674,101004,NYSE,16/11/2011,17/07/2017,30/09/2017
IO,866609,ION Geophysical Corp,1382,107004,NYSE,02/04/1991,31/12/9998,30/09/2015
IONS,874015,Ionis Pharmaceuticals Inc,2834,106002,NASDAQ,30/12/1998,31/12/9998,30/09/2015
IOSP,1054905,Innospec Inc,2800,110001,NASDAQ,13/05/1998,31/12/9998,30/09/2015
IOVA,1425205,Iovance Biotherapeutics Inc,2836,106002,NASDAQ,15/10/2010,31/12/9998,30/09/2015
IP,51434,International Paper Company,2621,103018,NYSE,02/01/1970,31/12/9998,30/09/2015
IPAR,822663,Inter Parfums Inc,2844,102002,NASDAQ,20/08/1991,31/12/9998,30/09/2015
IPCC,1195933,Infinity Property and Casualty Corp,6331,104006,NASDAQ,12/02/2003,05/07/2018,30/09/2018
IPDN,1546296,Professional Diversity Network Inc,7370,101002,NASDAQ,05/03/2013,31/12/9998,30/09/2015
IPG,51644,Interpublic Group of Companies Inc,7311,103011,NYSE,05/11/1987,31/12/9998,30/09/2015
IPGP,1111928,IPG Photonics Corp,3674,101004,NASDAQ,13/12/2006,31/12/9998,30/09/2015
IPHI,1160958,Inphi Corp,3674,101004,NYSE,12/11/2010,31/12/9998,30/09/2015
IPHI,1160958,INPHI Corp,3674,101004,NASDAQ,12/11/2010,20/04/2021,30/09/2021
IPHS,1364099,Innophos Holdings Inc,5160,110001,NASDAQ,02/11/2006,07/02/2020,30/09/2020
IPI,1421461,Intrepid Potash Inc,1400,110003,NYSE,22/04/2008,31/12/9998,30/09/2015
IPXL,1003642,Impax Laboratories Inc,2834,106005,NASDAQ,19/12/1995,04/05/2018,30/09/2018
IQV,1478242,IQVIA Holdings Inc,8731,106001,NYSE,09/05/2013,31/12/9998,30/09/2015
IR,1466258,Ingersoll Rand Inc,3822,100001,NYSE,12/05/2017,31/12/9998,30/09/2017
IR,1699150,Ingersoll Rand Inc.,3560,100001,NYSE,12/05/2017,31/12/9998,30/09/2017
IRBT,1159167,iRobot Corp,3630,101001,NASDAQ,09/11/2005,31/12/9998,30/09/2015
IRDM,1418819,Iridium Communications Inc,3669,101005,NASDAQ,20/03/2008,31/12/9998,30/09/2015
IRDMB,1418819,Iridium Communications Inc.,3669,999999,NASDAQ,16/05/2014,14/05/2019,30/09/2019
IRET,798359,Investors Real Estate Trust,6798,109001,NYSE,17/10/1997,31/12/9998,30/09/2015
IRG,9000068,NVS,9999,100001,NVS,01/01/1900,01/01/1900,30/09/2015
IRM,1020569,Iron Mountain Inc,6798,100002,NYSE,01/02/1996,31/12/9998,30/09/2015
IRT,1466085,Independence Realty Trust Inc,6798,109001,NYSE,13/08/2013,31/12/9998,30/09/2015
IRTC,1388658,iRhythm Technologies Inc,3841,106004,NASDAQ,20/10/2016,31/12/9998,30/09/2017
IRWD,1446847,Ironwood Pharmaceuticals Inc,2834,106005,NASDAQ,03/02/2010,31/12/9998,30/09/2015
ISBC,1326807,Investors Bancorp Inc,9999,104002,NASDAQ,12/10/2005,31/12/9998,30/09/2015
ISBC,1594012,"Investors Bancorp, Inc.",6022,104002,NASDAQ,12/10/2005,31/12/9998,30/09/2015
ISCA,51548,International Speedway Corp,7948,103015,NASDAQ,10/03/1997,18/10/2019,30/09/2020
ISIL,1096325,Intersil Corp,3674,101004,NASDAQ,02/01/2001,27/02/2017,30/09/2017
ISM,1032033,SLM Corp,6141,999999,NASDAQ,16/02/2006,16/01/2018,30/09/2018
ISRG,1035267,Intuitive Surgical Inc,3842,106004,NASDAQ,16/06/2000,31/12/9998,30/09/2015
ISSC,836690,Innovative Solutions Support Inc,7371,100008,NASDAQ,04/08/2000,31/12/9998,30/09/2015
IT,749251,Gartner Inc,8741,101003,NYSE,05/10/1993,31/12/9998,30/09/2015
ITC,1317630,ITC Holdings Corp,4911,105001,NYSE,26/07/2005,24/10/2016,30/09/2017
ITCI,1567514,IntraCellular Therapies Inc,2834,106002,NASDAQ,07/01/2014,31/12/9998,30/09/2015
ITG,920424,Investment Technology Group,6211,104003,NYSE,04/05/1994,28/02/2019,30/09/2019
ITGR,1114483,Greatbatch Inc,3690,106004,NYSE,29/09/2000,31/12/9998,30/09/2015
ITRI,780571,Itron Inc,3825,101001,NASDAQ,05/11/1993,31/12/9998,30/09/2015
ITT,216228,ITT Corp,3561,100003,NYSE,18/12/1995,31/12/9998,30/09/2015
ITW,49826,Illinois Tool Works Inc,3560,100001,NYSE,05/11/1987,31/12/9998,30/09/2015
IVAC,1001902,Intevac Inc,3559,101001,NASDAQ,21/11/1995,31/12/9998,30/09/2015
IVR,1437071,Invesco Mortgage Capital Inc,6798,109001,NYSE,01/07/2009,31/12/9998,30/09/2015
IVTY,1393020,Invuity Inc,3841,106003,NASDAQ,15/06/2015,23/10/2018,30/09/2019
IVZ,914208,Invesco Ltd,6282,104001,NYSE,25/08/1995,31/12/9998,30/09/2015
J,52988,JACOBS ENGINEERING GROUP INC /DE/,1600,100003,NYSE,12/01/1990,31/12/9998,30/09/2015
JACK,807882,Jack In The Box Inc,5812,103003,NASDAQ,05/03/1992,31/12/9998,30/09/2015
JAG,1685715,Jagged Peak Energy Inc,1311,107002,NYSE,27/01/2017,14/01/2020,30/09/2020
JAKK,1009829,Jakks Pacific Inc,3944,103015,NASDAQ,02/05/1996,31/12/9998,30/09/2015
JAZZ,1232524,Jazz Pharmaceuticals plc,2834,106002,NASDAQ,01/06/2007,31/12/9998,30/09/2015
JBGS,1689796,JBG SMITH Properties,6798,109001,NYSE,18/07/2017,31/12/9998,30/09/2017
JBHT,728535,JB Hunt Transport Services Inc,4213,100010,NASDAQ,26/03/1990,31/12/9998,30/09/2015
JBL,898293,Jabil Circuit Inc,3672,101001,NYSE,03/05/1993,31/12/9998,30/09/2015
JBLU,1158463,JetBlue Airways Corp,4512,100006,NASDAQ,12/04/2002,31/12/9998,30/09/2015
JBT,1433660,John Bean Technologies Corp,3550,100001,NYSE,22/07/2008,31/12/9998,30/09/2015
JCI,833444,Johnson Controls Inc,7380,110005,NYSE,27/03/1985,31/12/9998,30/09/2015
JCOM,1084048,J2 Global Inc,4822,101003,NASDAQ,23/07/1999,31/12/9998,30/09/2015
JCP,1166126,NVS,5311,103002,NVS,01/01/1900,01/01/1900,30/09/2015
JCS,22701,Communications Systems Inc,3661,108001,NASDAQ,26/03/1990,31/12/9998,30/09/2015
JEF,96223,Jefferies Financial Group Inc,6211,104002,NYSE,05/11/1987,31/12/9998,30/09/2015
JELD,1674335,JELDWEN Holding Inc,2430,103004,NYSE,27/01/2017,31/12/9998,30/09/2017
JHG,1274173,Janus Henderson Group Plc,6282,104001,NYSE,26/06/2000,31/12/9998,30/09/2015
JILL,1687932,J JILL GROUP INC,2330,103002,NYSE,09/03/2017,31/12/9998,30/09/2017
JJSF,785956,JJ Snack Foods Corp,2052,102002,NASDAQ,26/03/1990,31/12/9998,30/09/2015
JKHY,779152,Jack Henry & Associates Inc,7373,100002,NASDAQ,26/03/1990,31/12/9998,30/09/2015
JLL,1037976,Jones Lang LaSalle Inc,6531,109002,NYSE,17/07/1997,31/12/9998,30/09/2015
JMBA,1316898,Jamba Inc,5810,103003,NASDAQ,28/07/2005,13/09/2018,30/09/2018
JNJ,200406,Johnson Johnson,2834,106005,NYSE,02/01/1970,31/12/9998,30/09/2015
JNPR,1043604,Juniper Networks Inc,3576,101005,NYSE,25/06/1999,31/12/9998,30/09/2015
JNS,1065865,Janus Capital Group Inc,6282,104001,NYSE,26/06/2000,30/05/2017,30/09/2017
Joe,745308,The St Joe Company,6552,109002,NYSE,10/03/1992,31/12/9998,30/09/2015
JOUT,788329,Johnson Outdoors Inc,3949,103015,NASDAQ,26/03/1990,31/12/9998,30/09/2015
JOY,801898,Joy Global Inc,3532,100009,NYSE,25/05/2001,13/04/2017,30/09/2017
JPM,19617,JPMorgan Chase Company,6021,104002,NYSE,30/12/1983,31/12/9998,30/09/2015
JRVR,1620459,James River Group Holdings Ltd,6331,104006,NASDAQ,12/12/2014,31/12/9998,30/09/2015
JSDA,1083522,NVS,2080,102005,NVS,01/01/1900,01/01/1900,30/09/2015
JSM,1032033,SLM Corp,6141,999999,NASDAQ,30/12/2003,31/12/9998,30/09/2015
JSM,1593538,NAVIENT CORP,6211,999999,NASDAQ,30/12/2003,31/12/9998,30/09/2015
JUNO,1594864,Juno Therapeutics Inc,2836,106002,NASDAQ,19/12/2014,06/03/2018,30/09/2018
JUVF,714712,NVS,6022,104002,NVS,01/01/1900,01/01/1900,30/09/2015
JVA,1007019,Coffee Holding Company Inc,5140,102002,NASDAQ,03/05/2005,31/12/9998,30/09/2015
JWA,107140,WILEY JOHN SONS INC,2731,103026,NYSE,16/08/2001,07/09/2018,30/09/2018
JW-A,107140,"JOHN WILEY & SONS, INC.",2731,103026,NYSE,26/03/1990,31/12/9998,30/09/2015
JW-B,107140,"JOHN WILEY & SONS, INC.",2731,999999,NYSE,19/10/1995,31/12/9998,30/09/2015
JWN,72333,Nordstrom Inc,5651,103002,NYSE,09/07/1986,31/12/9998,30/09/2015
K,55067,Kellogg Company,2040,102002,NYSE,17/12/1984,31/12/9998,30/09/2015
KAI,886346,Kadant Inc,3550,100001,NYSE,03/11/1992,31/12/9998,30/09/2015
KALU,811596,Kaiser Aluminum Corp,3350,999999,NASDAQ,07/07/2006,31/12/9998,30/09/2015
KAMN,54381,Kaman Corp,5080,100005,NYSE,26/03/1990,31/12/9998,30/09/2015
KANP,9000069,NVS,9999,100001,NVS,01/01/1900,01/01/1900,30/09/2015
KAR,1395942,KAR Auction Services Inc,5500,103002,NYSE,11/12/2009,31/12/9998,30/09/2015
KATE,352363,Kate Spade & Company,2330,103002,NYSE,09/06/1981,12/07/2017,30/09/2017
KBH,795266,KB Home,1531,999999,NYSE,05/11/1987,31/12/9998,30/09/2015
KBR,1357615,KBR Inc,1600,100003,NYSE,16/11/2006,31/12/9998,30/09/2015
KCG,1569391,KCG Holdings Inc. Class A Common Stock When Issued,6211,104003,NYSE,28/06/2013,17/08/2017,30/09/2017
KDP,1418135,Keurig Dr Pepper Inc,2080,102005,NYSE,28/04/2008,31/12/9998,30/09/2015
KE,1606757,Kimball Electronics Inc,3672,101001,NASDAQ,03/11/2014,31/12/9998,30/09/2015
KELYA,55135,Kelly Services Inc,7363,100011,NASDAQ,26/03/1990,31/12/9998,30/09/2015
KELYB,55135,KELLY SERVICES INC,7363,999999,NASDAQ,18/08/1995,31/12/9998,30/09/2015
KEM,887730,KEMET Corp,3670,101001,NYSE,26/10/1992,12/06/2020,30/09/2020
KERX,1114220,Keryx Biopharmaceuticals,2834,106005,NASDAQ,28/07/2000,12/12/2018,30/09/2019
KEX,56047,Kirby Corp,4400,100010,NYSE,21/08/1991,31/12/9998,30/09/2015
KEY,91576,KeyCorp,6021,104002,NYSE,05/11/1987,31/12/9998,30/09/2015
KEYS,1601046,Keysight Technologies Inc,3823,101001,NYSE,20/10/2014,31/12/9998,30/09/2015
KFRC,930420,Kforce Inc,7363,100011,NASDAQ,15/08/1995,31/12/9998,30/09/2015
KFY,56679,Korn Ferry,7361,100011,NYSE,11/02/1999,31/12/9998,30/09/2015
KHC,1637459,The Kraft Heinz Company,2030,102002,NASDAQ,06/07/2015,31/12/9998,30/09/2015
KIM,879101,Kimco Realty Corp,6798,109001,NYSE,22/11/1991,31/12/9998,30/09/2015
KIRK,1056285,Kirkland`s Inc,5990,103002,NASDAQ,30/07/2002,31/12/9998,30/09/2015
KITE,1510580,Kite Pharma Inc,2836,106002,NASDAQ,20/06/2014,19/10/2017,30/09/2018
KKD,1100270,Krispy Kreme Doughnuts Inc,9999,103003,NYSE,05/04/2000,04/08/2016,30/09/2016
KKR,1404912,KKR Company LP,6282,104001,NYSE,15/07/2010,31/12/9998,30/09/2015
KKRS,1404912,KKR & Co. Inc.,6282,999999,NYSE,21/04/2021,31/12/9998,30/09/2021
KLAC,319201,KLA Corp,3827,101004,NASDAQ,26/03/1990,31/12/9998,30/09/2015
KLIC,56978,Kulicke and Soffa Industries Inc,3674,101004,NASDAQ,26/03/1990,31/12/9998,30/09/2015
KLXI,1617898,KLX Inc,3720,100008,NASDAQ,03/12/2014,09/10/2018,30/09/2019
KMB,55785,Kimberly Clark Corp,2670,102002,NYSE,17/12/1984,31/12/9998,30/09/2015
KMG,1028215,KMG Chemicals Inc,2800,110001,NYSE,28/01/1997,14/12/2018,30/09/2019
KMI,1506307,Kinder Morgan Inc,4922,107003,NYSE,11/02/2011,31/12/9998,30/09/2015
KMPA,860748,KEMPER Corp,6331,999999,NYSE,22/09/2014,19/08/2019,30/09/2019
KMPR,860748,Kemper Corp,6331,104006,NYSE,18/09/1991,31/12/9998,30/09/2015
KMT,55242,Kennametal Inc,3541,999999,NYSE,05/11/1987,31/12/9998,30/09/2015
KMX,1170010,CarMax Inc,5500,103005,NYSE,04/02/1997,31/12/9998,30/09/2015
KN,1587523,Knowles Corp,3651,999999,NYSE,14/02/2014,31/12/9998,30/09/2015
KND,1060009,Kindred Healthcare Inc,8050,106011,NYSE,01/05/2001,02/07/2018,30/09/2018
KNL,1011570,Knoll Inc,2590,999999,NYSE,14/12/2004,31/12/9998,30/09/2015
KNSL,1669162,Kinsale Capital Group Inc,6331,104006,NASDAQ,28/07/2016,31/12/9998,30/09/2016
KNX,1492691,Knight Transportation,4213,100010,NYSE,25/10/1994,31/12/9998,30/09/2015
KO,21344,The CocaCola Company,2080,102005,NYSE,02/01/1962,31/12/9998,30/09/2015
KOD,1468748,Kodiak Sciences Inc.,2836,999999,NASDAQ,04/10/2018,31/12/9998,30/09/2019
KONA,9000070,NVS,9999,103003,NVS,01/01/1900,01/01/1900,30/09/2015
KOP,1315257,Koppers Holdings Inc,2400,110005,NYSE,01/02/2006,31/12/9998,30/09/2015
KOPN,771266,Kopin Corp,3674,101004,NASDAQ,15/04/1992,31/12/9998,30/09/2015
KOS,1509991,Kosmos Energy Ltd,1311,107002,NYSE,11/05/2011,31/12/9998,30/09/2015
KPTI,1503802,Karyopharm Therapeutics Inc,2834,106005,NASDAQ,06/11/2013,31/12/9998,30/09/2015
KR,56873,The Kroger Company,5411,102001,NYSE,03/01/1977,31/12/9998,30/09/2015
KRA,1321646,Kraton Performance Polymers Inc,2821,110001,NYSE,17/12/2009,31/12/9998,30/09/2015
KRC,1025996,Kilroy Realty Corp,6798,109001,NYSE,30/01/1997,31/12/9998,30/09/2015
KRG,1286043,Kite Realty Group Trust,6798,109001,NYSE,11/08/2004,31/12/9998,30/09/2015
KRO,1257640,Kronos Worldwide Inc,2810,110001,NYSE,09/12/2003,31/12/9998,30/09/2015
KS,1325281,KapStone Paper and Packaging Corp,2621,110002,NYSE,14/09/2005,14/12/2018,30/09/2019
KSS,885639,Kohl`s Corp,5311,103002,NYSE,19/05/1992,31/12/9998,30/09/2015
KSU,54480,Kansas City Southern,4011,100010,NYSE,05/11/1987,31/12/9998,30/09/2015
KSU-P,54480,KANSAS CITY SOUTHERN,4011,999999,NYSE,22/09/2014,31/12/9998,30/09/2015
KTEC,906193,Key Technology Inc,3550,100001,NASDAQ,18/08/1995,21/03/2018,30/09/2018
KTOS,1069258,Kratos Defense Security Solutions Inc,3760,100007,NASDAQ,05/11/1999,31/12/9998,30/09/2015
KTWO,1499807,K2M Group Holdings Inc,3841,106004,NASDAQ,08/05/2014,09/11/2018,30/09/2019
KURA,1422143,Kura Oncology Inc,9999,106002,NASDAQ,05/11/2015,31/12/9998,30/09/2016
KW,1408100,KennedyWilson Holdings Inc,6500,109001,NYSE,03/12/2007,31/12/9998,30/09/2015
KWN,1408100,"Kennedy-Wilson Holdings, Inc.",6500,999999,NYSE,10/12/2012,28/11/2017,30/09/2018
KWR,81362,Quaker Chemical Corp,2990,110001,NYSE,26/03/1990,31/12/9998,30/09/2015
L,60086,Loews Corp,6331,104006,NYSE,10/07/1987,31/12/9998,30/09/2015
LABL,819220,MultiColor Corp,2750,100002,NASDAQ,26/03/1990,01/07/2019,30/09/2019
LAD,1023128,Lithia Motors Inc,5500,103005,NYSE,18/12/1996,31/12/9998,30/09/2015
LADR,1577670,Ladder Capital Corp,6798,109001,NYSE,06/02/2014,31/12/9998,30/09/2015
LAKE,798081,Lakeland Industries Inc,3842,106003,NASDAQ,26/03/1990,31/12/9998,30/09/2015
LAMR,1090425,Lamar Advertising Company,6798,109001,NASDAQ,02/08/1996,31/12/9998,30/09/2015
LANC,57515,Lancaster Colony Corp,2030,102002,NASDAQ,26/03/1990,31/12/9998,30/09/2015
LARK,1141688,Landmark Bancorp Inc,6021,104002,NASDAQ,28/03/1994,31/12/9998,30/09/2015
LAUR,912766,LAUREATE EDUCATION INC,8200,102006,NASDAQ,01/02/2017,31/12/9998,30/09/2017
LAYN,888504,Layne Christensen Company,1700,100003,NASDAQ,20/08/1992,15/06/2018,30/09/2018
LAZ,1311370,Lazard Ltd,6282,104003,NYSE,05/05/2005,31/12/9998,30/09/2015
LB,701985,L Brands Inc,5621,103002,NYSE,01/07/1985,31/12/9998,30/09/2015
LBAI,846901,Lakeland Bancorp Inc,6022,104002,NASDAQ,04/01/1999,31/12/9998,30/09/2015
LBRDA,1611983,Liberty Broadband Corp,4841,103001,NASDAQ,04/11/2014,31/12/9998,30/09/2015
LBRDK,1611983,Liberty Broadband Corp,4841,999999,NASDAQ,04/11/2014,31/12/9998,30/09/2015
LBRDP,1611983,Liberty Broadband Corp,4841,999999,NASDAQ,22/12/2020,31/12/9998,30/09/2021
LBRT,1694028,Liberty Oilfield Services Inc Class A,1389,107004,NYSE,11/01/2018,31/12/9998,30/09/2018
LBTYA,1570585,Liberty Global plc Class A,4841,108001,NASDAQ,03/06/2004,31/12/9998,30/09/2015
LBTYB,1570585,Liberty Global plc,4841,999999,NASDAQ,09/06/2004,31/12/9998,30/09/2015
LBTYK,1570585,Liberty Global plc,4841,999999,NASDAQ,08/09/2005,31/12/9998,30/09/2015
LC,1409970,LendingClub Corp,6141,104007,NYSE,11/12/2014,31/12/9998,30/09/2015
LCI,57725,Lannett Company. Inc,2834,106005,NYSE,02/01/1997,31/12/9998,30/09/2015
LCII,763744,Drew Industries Incorporated 001 Par Value,3714,103005,NYSE,03/05/1989,31/12/9998,30/09/2015
LCUT,874396,Lifetime Brands Inc,3420,103004,NASDAQ,05/06/1991,31/12/9998,30/09/2015
LDL,60977,Lydall Inc,3714,103005,NYSE,12/01/1990,31/12/9998,30/09/2015
LDOS,1336920,Leidos Holdings Inc,7373,101003,NYSE,13/10/2006,31/12/9998,30/09/2015
LDOS_old,1336920,NVS,9999,101003,NVS,01/01/1900,01/01/1900,30/09/2015
LE,799288,Lands End Inc,5651,103002,NASDAQ,20/03/2014,31/12/9998,30/09/2015
LEA,842162,Lear Corp,3714,103005,NYSE,09/11/2009,31/12/9998,30/09/2015
LECO,59527,Lincoln Electric Holdings Inc,3540,100001,NASDAQ,13/06/1995,31/12/9998,30/09/2015
LEDS,1333822,SemiLEDs Corp,3674,101004,NASDAQ,09/12/2010,31/12/9998,30/09/2015
LEE,58361,Lee Enterprises Inc,2711,103026,NYSE,05/11/1987,31/12/9998,30/09/2015
LEG,58492,Leggett Platt Inc,2510,103004,NYSE,05/11/1987,31/12/9998,30/09/2015
LEN,920760,Lennar Corp,1520,103004,NYSE,05/11/1987,31/12/9998,30/09/2015
LEVI,94845,Levi Strauss Company Class A,2300,103004,NYSE,21/03/2019,31/12/9998,30/09/2019
LEXEA,1669600,"Liberty Expedia Holdings, Inc.",5960,999999,NASDAQ,04/11/2016,26/07/2019,30/09/2019
LEXEB,1669600,"Liberty Expedia Holdings, Inc.",5960,999999,NASDAQ,07/12/2016,26/07/2019,30/09/2019
LFGR,9000074,Leaf Group Ltd,9999,101002,NYSE,26/01/2011,10/08/2018,30/09/2018
LFUS,889331,Littelfuse Inc,3613,101001,NASDAQ,23/09/1992,31/12/9998,30/09/2015
LGF,929351,LIONS GATE ENTERTAINMENT CORP /CN/,9999,999999,NYSE,04/01/2016,16/12/2016,30/09/2017
LGF-A,929351,LIONS GATE ENTERTAINMENT CORP /CN/,7812,999999,NYSE,09/12/2016,31/12/9998,30/09/2017
LGF-B,929351,LIONS GATE ENTERTAINMENT CORP /CN/,7812,999999,NYSE,09/12/2016,31/12/9998,30/09/2017
LGIH,1580670,LGI Homes Inc,1531,103013,NASDAQ,07/11/2013,31/12/9998,30/09/2015
LGL,9000075,The LGL Group Inc,9999,101001,NYSE,17/03/1992,31/12/9998,30/09/2015
LGND,886163,Ligand Pharmaceuticals Inc,2834,106002,NASDAQ,18/11/1992,31/12/9998,30/09/2015
LH,920148,Laboratory Corp of America Holdings,8071,106001,NYSE,29/03/1990,31/12/9998,30/09/2015
LHCG,1303313,LHC Group Inc,8082,106011,NASDAQ,09/06/2005,31/12/9998,30/09/2015
LHO,1053532,LaSalle Hotel Properties,6798,109001,NYSE,24/04/1998,30/11/2018,30/09/2019
LHX,202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",3812,101005,NYSE,31/12/1981,31/12/9998,30/09/2015
LII,1069202,Lennox International Inc,3585,100001,NYSE,29/07/1999,31/12/9998,30/09/2015
LILA,1712184,Liberty Latin America Ltd.,4841,103001,NASDAQ,02/07/2015,31/12/9998,30/09/2015
LILAK,1712184,Liberty Latin America Ltd.,4841,999999,NASDAQ,02/07/2015,31/12/9998,30/09/2015
LIN,1707925,Linde plc,2810,110001,NYSE,01/10/2018,31/12/9998,30/09/2019
LITE,1633978,Lumentum Holdings Inc,3669,101005,NASDAQ,04/08/2015,31/12/9998,30/09/2015
LIVE,1045742,Live Ventures Inc,7371,100013,NASDAQ,02/01/2001,31/12/9998,30/09/2015
LIVN,1639691,LivaNova PLC,3845,106004,NASDAQ,19/10/2015,31/12/9998,30/09/2016
LKFN,721994,Lakeland Financial Corp,6022,104002,NASDAQ,14/08/1997,31/12/9998,30/09/2015
LKQ,1065696,LKQ Corp,5010,103005,NASDAQ,03/10/2003,31/12/9998,30/09/2015
LKSD,1669812,NVS,2750,999999,NVS,01/01/1900,01/01/1900,30/09/2015
LL,1396033,Lumber Liquidators Holdings Inc,5211,103002,NYSE,09/11/2007,31/12/9998,30/09/2015
LLL,1039101,L3 Communications Holdings Inc,9999,100008,NYSE,19/05/1998,28/06/2019,30/09/2019
LLTC,791907,Linear Technology Corp,3674,101004,NASDAQ,04/01/2016,20/03/2017,30/09/2017
LLY,59478,Eli Lilly Company,2834,106005,NYSE,01/06/1972,31/12/9998,30/09/2015
LM,704051,Legg Mason Inc,6282,104001,NYSE,05/11/1987,31/07/2020,30/09/2020
LMB,1606163,Limbach Holdings Inc,1700,100003,NASDAQ,21/01/2016,31/12/9998,30/09/2016
LMNX,1033905,Luminex Corp,3841,106004,NASDAQ,06/04/2000,31/12/9998,30/09/2015
LMT,936468,Lockheed Martin Corp,3760,100008,NYSE,03/01/1977,31/12/9998,30/09/2015
LNC,59558,Lincoln National Corp,6311,104004,NYSE,05/10/1984,31/12/9998,30/09/2015
LNCE,57528,SnydersLance Inc,2052,102002,NASDAQ,26/03/1990,27/03/2018,30/09/2018
LNG,3570,Cheniere Energy Inc,4924,107003,NYSE,04/04/1994,31/12/9998,30/09/2015
LNN,836157,Lindsay Corp,3523,100009,NYSE,26/03/1990,31/12/9998,30/09/2015
LNT,352541,Alliant Energy Corp,4931,105001,NASDAQ,05/01/1988,31/12/9998,30/09/2015
LNTH,1521036,Lantheus Holdings Inc,2835,106001,NASDAQ,25/06/2015,31/12/9998,30/09/2015
